time_s,deflections_path1,deflections_path2
0,0.2949888916316959,0.9840244731475187
1,0.2927745664739884,1.081354441512753
2,0.32042882668254913,1.0669362084456424
3,0.35084572014351617,0.9741138988450816
4,0.32804385458742064,0.9050064184852374
5,0.31552018192154635,0.9039039039039038
6,0.3169446883230904,0.8650759219088937
7,0.3451834862385321,0.7314893617021276
8,0.305055200464846,0.7700534759358288
9,0.3195054945054945,0.8091570389388104
10,0.2734646581691773,0.7319544111439426
11,0.30843023255813956,0.812221231043711
12,0.28802039082412917,0.8626373626373627
13,0.2840150855816652,0.8444735692442115
14,0.30533910533910535,0.7869974337040205
15,0.29792821709950396,0.7840909090909091
16,0.2679700977573318,0.7556719022687609
17,0.2948829141370338,0.8425845620121423
18,0.2981997677119628,0.8417832167832168
19,0.3264645275242861,0.7355555555555555
20,0.31634697967363296,0.800173385348938
21,0.29806629834254145,0.7206068268015171
22,0.7337709700948213,0.694497883801462
23,1.2429693961952026,0.8209375
24,1.5855389336401995,0.8815900761206653
25,1.675338753387534,0.9874488403819918
26,1.8432937181663838,0.9182309076883518
27,2.0352169041139745,0.8890489913544669
28,2.1228464419475657,0.961529706351013
29,2.197121034077556,0.9824046920821115
30,2.249926750659244,1.0205862609084806
31,2.228303819698522,1.00711743772242
32,2.2532495983642473,0.9891376634892485
33,2.242636337124526,0.9281504986400725
34,2.228415138971023,0.926669576604103
35,2.1585437463300057,1.0971632789814607
36,2.167153711279953,1.0951953300404131
37,2.131393298059965,1.1383958660975062
38,2.234684817993489,1.0540123456790123
39,2.1850929857958707,1.030167597765363
40,2.2679537808980545,0.9946055293324343
41,2.2329206117989804,0.987673343605547
42,2.1913643706858568,1.0333181195801004
43,2.1712498181289104,1.0757825370675453
44,2.075827963434737,1.1220038868494926
45,1.7183250927070457,1.1834703591518823
46,1.7610789980732178,1.127906976744186
47,1.969041402461768,2.8207171314741037
48,1.7676999617298126,2.369951534733441
49,1.8793494704992435,2.4498922413793105
